sentence_index	sentence
6701	Mam wujka , który może chodzić tylko w klapkach . Z ręką na sercu .
6702	Tym sposobem , pod koniec tygodnia , wszyscy damy radę wejść na sam szczyt wulkanu ! - Każdego ranka ?
6703	Po prostu staram się , żeby nie zasnęła , żeby potem spała w samolocie .
6704	W zeszłym roku wracałem z Nowego Jorku obok dziecka , które było bardzo niezadowolone przez cały lot .
6705	Mówię wam , samolot leciał raz w górę , raz w dół , do przodu i do tyłu .
6706	Rozmawiasz z facetem , który przedostał się przez koledż jeżdżąc trycyklem . Wiesz , co to jest ?
6707	Po prostu myślałem jak tragicznie by było , gdybym wpadł do tego wulkanu .
6708	Popatrz , jak bierze sobie kawę i nie wkłada do niej czekolady . Jest taki dojrzały .
6709	Chciałem iść , ale wtedy ty zasnęłaś , a skoro wyjeżdżasz na cały tydzień , chciałem patrzeć na ciebie najdłużej jak mogłem .
6710	Wynoś się stąd i upewnij się , że nikt cię nie zobaczy !
6711	Kiedy cię nie ma , to tak jakbym był więźniem przetrzymywanym w celi samotności . Tak , tak , tak .
6712	Nie cierpię , a będzie tylko gorzej i gorzej , aż do lotu . Hej .
6713	Powoli jest gładko , a jak gładko to szybko . - Powoli jest gładko , a jak gładko to szybko . - Prosto do samochodu .
6714	Przeciętny włamywacz wchodzi i wszędzie zostawia swoje ślady , ale nie ja .
6715	Sprzedałem dom jego rodzicom . Jakim cudem umówiliście się z nim na zabawową randkę ?
6716	Będziemy czyścić delfiny , chodzić po tropikalnych lasach , wrócimy na łono natury .
6717	Życie byłoby prostsze , gdybym był gejem . Myślisz , że możesz dostać się na szybki pas ?
6718	Piszą , że ktoś włamał się do twojego domu . - Co ? !
6719	Wybierz sobie turystę i wymyśl do niego całą jego historię . Ten gość to Henry .
6720	Jest w drodze do Phoenix , żeby odwiedzić babcię , która nazywa się ... Pasuję , za trudne .
6721	Myśli , że przez to , że rano nie pomogłem mu się pakować , zapomniał portfela .
6722	Potrzebowałem rano jego pomocy , I wiesz , on mnie zawiódł . To do niego niepodobne .
6723	Brzmi jakbyś oczekiwał od niego , żeby cyztał ci w myślach . Co ja jestem , wróżka ?
6724	Wtedy dokładnie będzie wiedział , czego potrzebujesz . Nie będziesz musiał być zły . Nie jestem .
6725	Po prostu chcesz wierzyć , że jesteście ulepieni z tej samej gliny , a potem po prostu ...
6726	To trochę deprymujące , gdy okazuje się , że tak nie jest . To wszystko .
6727	Denerwuje się , bo mam aż tyle do stracenia , wiesz ? A ty ?
6728	Tak , ale pomyślałem , że nie będę miał za dużo czasu dla siebie pomiędzy tymi przyjęciami luau , a wspinaczką .
6729	Nie jest dobrze wiedzieć , że cała rodzina jest skłonna rzucić wszystko , żeby być z tobą i przelecieć przez ocean w stalowej trumnie ?
6730	Po prostu to wygląda tak , jakby Gloria zrobiła wszystko by nie spędzić tego czasu ze mną .
6731	Nie każda żona wydałaby tyle pieniędzy by polecieć z rodziną na Hawaje .
6732	Widział pan tą starą kobietę z puszką ? Co jeśli ma w niej ceramiczny nóż ?
6733	Proszę pani , wie pani trochę za dużo na temat przewożenia kontrabandy w samolocie .
6734	/odprawa na pokład /samolotu na Maui /zacznie się za kilka minut . Luke , przestań się obracać .
6735	Raz spędziłem tydzień w Cancun , które tak na marginesie , nie jest tego warte .
6736	Czy ktoś mi może powiedzieć o co do cholery tu chodzi ? Prawie skończyliśmy , proszę pana .
6737	Zostają tylko na 6 dni . Przez resztę czasu będziemy tylko ty i ja .
6738	Chciałam spędzić trochę czasu sama z moim mężem , pić koktajle przy basenie , spać .
6739	Czasami warto coś zjeść , żeby to , czym będziesz później wymiotował , nie będzie jedynie alkoholem i sokami trawiennymi ..
6740	Tak , tak . Wydaje mi się , że twoja babcia ma teraz ważniejsze rzeczy .. do zapakowania ..
6741	Masz rację , to nie jest śmieszne . Nigdy nie rozumiała mojego poczucia humoru .
6742	Pomóż mi z tym .. Dlaczego dziadek Judith miałby zostawić ci cenny antyk ?
6743	Ale on już niedosłyszał , co prowadzi nas do historii z Korei .
6744	Chcesz się przejechać ze mną i go odebrać ? Zastanówmy się . Czy chcę jechać sześć godzin do Sacramento ..
6745	Nie zrozum mnie źle , ale wolałbym mieć lewatywę zrobioną syropem klonowym i potem usiąść na mrowisku .
6746	Nie , stworzyłem listę rzeczy , które wolałbym zrobić , niż być z tobą w zamkniętej przestrzeni przez dłuższy czas .
6747	Nie , dzięki wielkie . Bo mam jednego rodzynka który dotyczy hemoroidów , szczotki do butelek i soli morskiej .
6748	Oto zwykły koci żwirek po pięciu dniach nieprzerwanego użytkowania przez kota o przeciętnym stanie zdrowia .
6749	Tata powiedział , że wegetujesz przed telewizorem , bo nadal tęsknisz za Chelsea .
6750	Pamiętasz jak schodziła rano na dół , i pochylała się , żeby zalać mi płatki i można było zobaczyć , co ma pod ubraniem ?
6751	Nic nie chcę . Wiesz , naprawdę mi przykro z powodu Chelsea i ciebie .
6752	To świetna okazja , żebyśmy się lepiej poznali nie tylko jako ojciec i syn .
6753	Wow . To jest babeczka z otrębami i pół grejpfruta , mój przyjacielu .
6754	A to jest kanapka z grillowanym serem , wieprzowina w kożuszku i kanapka lodowa z goframi .
6755	Zażyjesz jeden razem z Vagrą , i jesteś jak galaretka z rurką .
6756	To tez może być zabawa . No wiesz , z kilkoma Red Bullami , żebyś nie zasnął .
6757	Dwukrotna długość mojego penisa , dziękuję za troskę . Mój kolega potrzebuje recepty .
6758	Charlie , przedstawiam ci Dr . Gollygupta z Kliniki Nadciśnienia i Jaskry Gollygupty . Ze Sri Lanki .
6759	Masz jaskrę ! Wiesz , jak na slipy ze stacji benzynowej , te nie są złe .
6760	Masz jeszcze jakieś pomysły odnośnie tego , co chesz robić po szkole średniej ?
6761	Hej , hej , wiem , porządny uniwersytet jest na razie poza zasięgiem , ale są jeszcze mniejsze uczelnie , gminne koledże , szkoły zawodowe .
6762	Rany , chyba już nie muszę iść do szkoły zawodowej , bo ta w której jestem , już sprawia mi zawód .
6763	Musisz zacząć robić plany . A ty miałeś już plany , jak byłeś w moim wieku ?
6764	Coś ci powiem , młody człowieku . Drugi rozdział życia twojego ojca jeszcze nie został napisany ..
6765	Wystarczy wejść do sklepu i kupić trochę trawy . Żadnego tłuczenia się do Resedy i robienia szemranych interesów dla małej paczuszki łodyg i nasion .
6766	gdybym wiedziała , że lubisz zielsko , nie spędziłabym ostatnich ośmiu lat na bakaniu w ukryciu .
6767	Właściwie , to znowu mam towar w ręku , od czasu koncertu ZZ Top w '92 .
6768	Miałem taką paranoję , że zamknąłem się w Porta Potti i próbowałem wykopać tunel do domu .
6769	Rolowałam lepsze jointy na tyłach motocykla , równocześnie wyjmując kulę z ramienia mojego chłopaka .
6770	Nie zniosę kolejnej nocy , włócząc się po domu , i rozmyślając o Chelsea .
6771	Dobrze . Zostało nam kilka godzin do zachodu słońca . Może pokręcimy się po stolicy naszego stanu ?
6772	Zaufaj mi . No dalej , mam mapę z holu , na której są zaznaczone ciekawe miejsca z filmu `` Możnowładca '' .
6773	Żule na osiedlu mówią do mnie `` Panie Kierowniku '' , prosząc o drobne .
6774	Nie ma takiego bicia ! Jestem szczęściarzem , że mam ją w swoim życiu .
6775	Ona ma rację , Charlie . Jeśli istnieje możliwość spieprzenia , ty zawsze to spieprzysz . I to nie w żaden zabawny sposób .
6776	Czy sądzisz , że twoja niezdolność do bycia w związku i cała ta twoja postawa macho bierze się z tego , że boisz się , że jesteś gejem ?
6777	Dlaczego wszyscy obwiniają matkę ? Szczerze mówiąc , myślę , że bliżej celu trafiła teoria o homo .
6778	Zapytaj mnie , czy wiem jaka jest różnica między kamieniem węgielnym a węglem kamiennym ?
6779	Taka sama , jak mędzy piciem w Szczawnicy , a szczaniem w piwnicy . Kolejne zwycięstwo .
6780	Może nie jestem dobry w nauce , czy sporcie , ale nikt mnie nie pokona w świńskich kawałach .
6781	Chodzi mi o te wszystkie zawirowania seksualne , i narkotyki i Internet .
6782	Tak czy inaczej , jeśli chodzi o twoje życie .. Hej , to jest okazja do interesu .
6783	Wystarczy odwiedzać wszystkie restauracje z kurczakiem bez skóry , i zbierać całą skórę , którą wyrzucają i otworzyć restaurację o nazwie `` El Skórro Czaka ''
6784	Potem Jezioro Pyty-caca . Już nie tak świński , ale i tak śmieszny kawał .
6785	Mnie rzucił , kiedy powiedziałam `` Kocham cię '' Mnie rzucił , kiedy zobaczył mojego penisa .
6786	Jak tylko minie mi haj po tej trawie , może zadzwonię do prawidzwej ciebie i zabiorę cię na prawdziwą randkę , powiem ile dla mnie znaczysz ..
6787	ile zawsze dla mnie znaczyłaś ? Prawdziwa ja , bardzo się z tego ucieszy .
6788	Dlaczego nie mogę poprowadzić ? Ponieważ wieziemy bardzo delikatny zegar , który jest warty kupę kasy .
6789	Może kupię nowy samochód . Może spłacę wujowi Charliemu część tego , co mu wiszę .
6790	Czerwonego z żółtymi paskami wyścigowymi . A do tego , płonąca czaszka , wymalowana na masce .
6791	Nie sądzisz , że powinniśmy poczekać , żeby zobaczyć co ludzie z Domino o tym sądzą ?
6792	Myślisz , że dostanę pracę w Domino ? Ludzkie pragnienia powinny przekraczać horyzont , bo inaczej po co by było niebo ?
6793	Jeśli będziesz ciężko pracował i unikał kłopotów , to być może będziesz je parkował zawodowo .
6794	Two and a Half Men - 7x22 This Is Not Gon na End Well
6795	Za co ? Rzekomo przejechałem na czerwonym świetle z prędkością 100 km/h .
6796	Na szczęście moje prawo jazdy było w porządku , więc kiedy zabrali go na posterunek , pojechałem za nimi mercedesem .
6797	Jeśli potrzebujesz kogoś , by zawiózł cię do kina , sklepu , czy klubu nocnego , możesz na mnie liczyć .
6798	Będziesz mógł zrelaksować się w fotelu pasażera , tak jak ja dzisiaj .
6799	Przykro mi z powodu twojego prawa jazdy , ale muszę ci wytknąć , że stanowisz zły przykład dla Jake ' a .
6800	Ten młodzieniec bardzo się na tobie wzoruje i kiedy widzi twój stosunek do przepisów drogowych , sam może je łamać .
6801	We wtorki i czwartki mają wodną gimnastykę , a w środy hip-hop o małej intensywności .
6802	Wiesz , właściwie to chciałem z tobą o czymś porozmawiać , ale czekałem na odpowiedni moment .
6803	To dokładnie ten sam lód , za który trzeba płacić , tyle że bez niedźwiedzia polarnego na opakowaniu .
6804	Po prostu tak rzadko mam okazję spotkać się z ludźmi w moim wieku .
6805	Dobrze . Jeśli nie pójdziesz , to domyśli się , że to ja ci zabroniłem .
6806	Pójdziesz na to przyjęcie i powiesz jej , że dobrze sobie radzę bez niej .
6807	Charlie ma się bez ciebie dobrze i nigdy nie szlaja się po domu ze szklanką wódki .
6808	To nie ja zmarnowałem kupę kasy na bransoletkę dla dziewczyny , która mnie rzuciła .
6809	Sprawdź to . Staruszka z obwisłymi cyckami i pies patrzący na nią .
6810	To ja pytam , nie Charlie . Choć on na pewno będzie zainteresowany .
6811	To oczywiste , że o niej myślisz , więc pisanie `` myślę o tobie '' jest zbędne .
6812	Skoro zachowujesz się jak debil , powiedzenie , że jesteś debilem , byłoby zbędne .
6813	Mówiłem ci już , że wujek Charlie będzie mi płacił za podwożenie do pracy ?
6814	Będę go woził od trzech do sześciu miesięcy , w zależności od jego zachowania .
6815	Zastanów się , Alan . Do czego potrzebowałbym zdjąć spodnie , a butów już nie ?
6816	Jake może nie jest bystrzakiem , ale nawet on domyśli się , że posuwasz matkę jego kumpla .
6817	Two and a Half Men - 8x01 Three Girls and a Guy Named Bud Tłumaczenie : Gessle Korekta :
6818	- Co ? Masturbacja , sam na sam , trójkącik , dwie pary swingujące , dwie pary swingujące z podglądaczem i orgia , czyli 6 osób .
6819	Nie zbaczajmy z tematu . Ważne jest , byś informował nas , gdy kogoś zapraszasz .
6820	/Tak , proszę pani , /nie ma nic przeciwko . Bzdura , kłamie jak z nut !
6821	Psa wyprowadzała 9-letnia dziewczynka , która nie była w stanie go utrzymać , gdy wywęszył moje krocze .
6822	Nie oceniam , ale dlaczego 9-letnia dziewczynka , wyprowadzała psa w sypialni Lyndsey ?
6823	Dobra , kolejne pytanie . Byłem na ulicy , bo wymykałem się z domu Lyndsey .
6824	Po próbie wysłania spodni do kontrolera ubrań w Malezji zdecydowałem , że czas rzucić picie .
6825	Jedyna wada jest taka , że będę musiał założyć spinacz , by nie posikać się w majtki .
6826	Ty jesteś jak prawicowy i pro-rodzinny senator , którego przyłapano w lotniskowej toalecie z męską dziwką .
6827	Tak wyszło . Jej syn i Jake są przyjaciółmi , tak się poznaliśmy . Spodobaliśmy się sobie .
6828	Czasem mijam jej dom , gdy podlewa trawnik w szortach i topie .
6829	A Lyndsey powinna powiedzieć Eldridge'owi . Ale nie wiedzieliśmy , ile to potrwa .
6830	/By uczcić jej narodziny , Król i Królowa /wypuścili w niebo lampion .
6831	/Królestwo szukało i szukało , /ale nie odnalazło Królewny . /A głęboko w lesie
6832	/Gothel znalazła nowy złoty kwiat , /lecz tym razem była zdeterminowana /utrzymać go w ukryciu .
6833	/W każde jej urodziny Król i Królowa /wypuszczali w niebo tysiące lampionów
6834	/ '' Jeśli zostanie mi czas , pomaluję jeszcze /po ścianach , na pewno znajdzie się miejsce ''
6835	Jak ci się udaje zrobić to za każdym razem zupełnie bez błędu ?
6836	`` Kwiecie , błyszcz i świeć , niech twe moce lśnią , zawróć zegar , zwróć , co kiedyś było moje ''
6837	`` Ulecz , co zostało zranione , zmień przeznaczenie losu , uchroń , co zostało stracone , zwróć , co kiedyś było moje ''
6838	- Roszpunko ! - Więc , matko ... Mówiłam wcześniej , że jutro jest ważny dzień , a ty w zasadzie nie odpowiedziałaś , więc po prostu ci powiem , że to moje urodziny !
6839	Matko , skończę osiemnaście lat i chciałam cię poprosić o coś , co naprawdę chcę dostać w prezencie .
6840	Rzecz w tym , że nakreśliłam mapę gwiazd i one są zawsze takie same .
6841	Ale te pojawiają się tylko w moje urodziny , matko . Tylko w moje urodziny .
6842	I nie mogę nic poradzić na to , że czuję ... że są przeznaczone dla mnie .
6843	Muszę je zobaczyć , matko . I nie tylko z mojego okna . Osobiście .
6844	Dobra , podsadźcie mnie , a ja was wciągnę . Najpierw daj nam torbę .
6845	Nie mogę uwierzyć , że po tym wszystkim , co przeszliśmy razem , nie ufacie mi ?
6846	Zwłaszcza , gdy nie zrobiłam nic złego . Wiele myślałam o tym , co powiedziałaś wcześniej .
6847	Nie , matko , mówię tylko , że ty myślisz , że ja nie jestem dostatecznie silna , by poradzić sobie na zewnątrz .
6848	Skarbie , ja wiem , że nie jesteś dostatecznie silna , by poradzić sobie na zewnątrz . - Ale gdybyś tylko ...
6849	- Roszpunko . - No dalej . - Koniec z tymi światłami , Roszpunko !
6850	Chciałam tylko powiedzieć , matko , że ... wiem już , co chcę na moje urodziny .
6851	Nie wiadomo mi , kimże jesteś , ani , jakże cię odnalazłem , lecz pozwól mi powiedzieć ...
6852	Byłem w pewnej sytuacji : rozbijając się po lesie , natknąłem się na twą wieżę i ...
6853	Słuchaj , jedyną rzeczą , jaką chcę od twoich włosów , to wyplątać się z nich .
6854	Słuchaj , gonili mnie , zobaczyłem wieżę , wdrapałem się , koniec historii . Mówisz prawdę ?
6855	Ty , jako mój przewodnik , zaprowadzisz mnie do tych lampionów i bezpiecznie odprowadzisz do domu .
6856	Wtedy , i tylko wtedy , zwrócona torba zostanie ci . Oto moja umowa .
6857	Niestety , Królestwo i ja nie jesteśmy ... kumplami w tym momencie , tak więc nigdzie cię na zabiorę .
6858	Okropną decyzję , tak naprawdę . Lecz uwierz w to , co ci powiem .
6859	Możesz rozebrać tę wieżę cegła po cegle ale bez mojej pomocy nigdy nie odnajdziesz swojej cennej torby .
